"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Periphery","2024-07-29 08:00:00.000","8","Monday","Weekday","31","July","Q3: Jul - Sep","29","422"
"Dublin Periphery","2024-07-29 09:00:00.000","9","Monday","Weekday","31","July","Q3: Jul - Sep","29","277"
"Dublin Periphery","2024-07-29 10:00:00.000","10","Monday","Weekday","31","July","Q3: Jul - Sep","29","170"
"Dublin Periphery","2024-07-29 11:00:00.000","11","Monday","Weekday","31","July","Q3: Jul - Sep","29","237"
"Dublin Periphery","2024-07-29 12:00:00.000","12","Monday","Weekday","31","July","Q3: Jul - Sep","29","311"
"Dublin Periphery","2024-07-29 13:00:00.000","13","Monday","Weekday","31","July","Q3: Jul - Sep","29","259"
"Dublin Periphery","2024-07-29 14:00:00.000","14","Monday","Weekday","31","July","Q3: Jul - Sep","29","323"
"Dublin Periphery","2024-07-29 15:00:00.000","15","Monday","Weekday","31","July","Q3: Jul - Sep","29","477"
"Dublin Periphery","2024-07-29 16:00:00.000","16","Monday","Weekday","31","July","Q3: Jul - Sep","29","702"
"Dublin Periphery","2024-07-29 17:00:00.000","17","Monday","Weekday","31","July","Q3: Jul - Sep","29","517"
"Dublin Periphery","2024-07-29 18:00:00.000","18","Monday","Weekday","31","July","Q3: Jul - Sep","29","383"
"Dublin Periphery","2024-07-29 19:00:00.000","19","Monday","Weekday","31","July","Q3: Jul - Sep","29","272"
"Dublin Periphery","2024-07-29 20:00:00.000","20","Monday","Weekday","31","July","Q3: Jul - Sep","29","204"
"Dublin Periphery","2024-07-29 21:00:00.000","21","Monday","Weekday","31","July","Q3: Jul - Sep","29","160"
"Dublin Periphery","2024-07-29 22:00:00.000","22","Monday","Weekday","31","July","Q3: Jul - Sep","29","117"
"Dublin Periphery","2024-07-29 23:00:00.000","23","Monday","Weekday","31","July","Q3: Jul - Sep","29","27"
"Dublin Periphery","2024-07-30 00:00:00.000","0","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","0"
"Dublin Periphery","2024-07-30 01:00:00.000","1","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","0"
"Dublin Periphery","2024-07-30 02:00:00.000","2","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","0"
"Dublin Periphery","2024-07-30 03:00:00.000","3","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","0"
"Dublin Periphery","2024-07-30 04:00:00.000","4","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","79"
"Dublin Periphery","2024-07-30 05:00:00.000","5","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","309"
"Dublin Periphery","2024-07-30 06:00:00.000","6","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","539"
"Dublin Periphery","2024-07-30 07:00:00.000","7","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","927"
"Dublin Periphery","2024-07-30 08:00:00.000","8","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","532"
"Dublin Periphery","2024-07-30 09:00:00.000","9","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","297"
"Dublin Periphery","2024-07-30 10:00:00.000","10","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","270"
"Dublin Periphery","2024-07-30 11:00:00.000","11","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","366"
"Dublin Periphery","2024-07-30 12:00:00.000","12","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","381"
"Dublin Periphery","2024-07-30 13:00:00.000","13","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","258"
"Dublin Periphery","2024-07-30 14:00:00.000","14","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","317"
"Dublin Periphery","2024-07-30 15:00:00.000","15","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","503"
"Dublin Periphery","2024-07-30 16:00:00.000","16","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","769"
"Dublin Periphery","2024-07-30 17:00:00.000","17","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","515"
"Dublin Periphery","2024-07-30 18:00:00.000","18","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","362"
"Dublin Periphery","2024-07-30 19:00:00.000","19","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","294"
"Dublin Periphery","2024-07-30 20:00:00.000","20","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","239"
"Dublin Periphery","2024-07-30 21:00:00.000","21","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","186"
"Dublin Periphery","2024-07-30 22:00:00.000","22","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","132"
"Dublin Periphery","2024-07-30 23:00:00.000","23","Tuesday","Weekday","31","July","Q3: Jul - Sep","30","47"
"Dublin Periphery","2024-07-31 00:00:00.000","0","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","0"
"Dublin Periphery","2024-07-31 01:00:00.000","1","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","0"
"Dublin Periphery","2024-07-31 02:00:00.000","2","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","0"
"Dublin Periphery","2024-07-31 03:00:00.000","3","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","0"
"Dublin Periphery","2024-07-31 04:00:00.000","4","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","99"
"Dublin Periphery","2024-07-31 05:00:00.000","5","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","332"
"Dublin Periphery","2024-07-31 06:00:00.000","6","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","546"
"Dublin Periphery","2024-07-31 07:00:00.000","7","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","890"
"Dublin Periphery","2024-07-31 08:00:00.000","8","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","559"
"Dublin Periphery","2024-07-31 09:00:00.000","9","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","330"
"Dublin Periphery","2024-07-31 10:00:00.000","10","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","238"
"Dublin Periphery","2024-07-31 11:00:00.000","11","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","370"
"Dublin Periphery","2024-07-31 12:00:00.000","12","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","402"
"Dublin Periphery","2024-07-31 13:00:00.000","13","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","283"
"Dublin Periphery","2024-07-31 14:00:00.000","14","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","319"
"Dublin Periphery","2024-07-31 15:00:00.000","15","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","567"
"Dublin Periphery","2024-07-31 16:00:00.000","16","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","734"
"Dublin Periphery","2024-07-31 17:00:00.000","17","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","527"
"Dublin Periphery","2024-07-31 18:00:00.000","18","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","397"
"Dublin Periphery","2024-07-31 19:00:00.000","19","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","326"
"Dublin Periphery","2024-07-31 20:00:00.000","20","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","246"
"Dublin Periphery","2024-07-31 21:00:00.000","21","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","236"
"Dublin Periphery","2024-07-31 22:00:00.000","22","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","168"
"Dublin Periphery","2024-07-31 23:00:00.000","23","Wednesday","Weekday","31","July","Q3: Jul - Sep","31","71"
"Dublin Periphery","2024-08-01 00:00:00.000","0","Thursday","Weekday","31","August","Q3: Jul - Sep","1","0"
"Dublin Periphery","2024-08-01 01:00:00.000","1","Thursday","Weekday","31","August","Q3: Jul - Sep","1","0"
"Dublin Periphery","2024-08-01 02:00:00.000","2","Thursday","Weekday","31","August","Q3: Jul - Sep","1","0"
"Dublin Periphery","2024-08-01 03:00:00.000","3","Thursday","Weekday","31","August","Q3: Jul - Sep","1","0"
"Dublin Periphery","2024-08-01 04:00:00.000","4","Thursday","Weekday","31","August","Q3: Jul - Sep","1","78"
"Dublin Periphery","2024-08-01 05:00:00.000","5","Thursday","Weekday","31","August","Q3: Jul - Sep","1","259"
"Dublin Periphery","2024-08-01 06:00:00.000","6","Thursday","Weekday","31","August","Q3: Jul - Sep","1","508"
"Dublin Periphery","2024-08-01 07:00:00.000","7","Thursday","Weekday","31","August","Q3: Jul - Sep","1","828"
"Dublin Periphery","2024-08-01 08:00:00.000","8","Thursday","Weekday","31","August","Q3: Jul - Sep","1","557"
"Dublin Periphery","2024-08-01 09:00:00.000","9","Thursday","Weekday","31","August","Q3: Jul - Sep","1","313"
"Dublin Periphery","2024-08-01 10:00:00.000","10","Thursday","Weekday","31","August","Q3: Jul - Sep","1","270"
"Dublin Periphery","2024-08-01 11:00:00.000","11","Thursday","Weekday","31","August","Q3: Jul - Sep","1","393"
"Dublin Periphery","2024-08-01 12:00:00.000","12","Thursday","Weekday","31","August","Q3: Jul - Sep","1","414"
"Dublin Periphery","2024-08-01 13:00:00.000","13","Thursday","Weekday","31","August","Q3: Jul - Sep","1","310"
"Dublin Periphery","2024-08-01 14:00:00.000","14","Thursday","Weekday","31","August","Q3: Jul - Sep","1","366"
"Dublin Periphery","2024-08-01 15:00:00.000","15","Thursday","Weekday","31","August","Q3: Jul - Sep","1","477"
"Dublin Periphery","2024-08-01 16:00:00.000","16","Thursday","Weekday","31","August","Q3: Jul - Sep","1","699"
"Dublin Periphery","2024-08-01 17:00:00.000","17","Thursday","Weekday","31","August","Q3: Jul - Sep","1","509"
"Dublin Periphery","2024-08-01 18:00:00.000","18","Thursday","Weekday","31","August","Q3: Jul - Sep","1","337"
"Dublin Periphery","2024-08-01 19:00:00.000","19","Thursday","Weekday","31","August","Q3: Jul - Sep","1","293"
"Dublin Periphery","2024-08-01 20:00:00.000","20","Thursday","Weekday","31","August","Q3: Jul - Sep","1","239"
"Dublin Periphery","2024-08-01 21:00:00.000","21","Thursday","Weekday","31","August","Q3: Jul - Sep","1","240"
"Dublin Periphery","2024-08-01 22:00:00.000","22","Thursday","Weekday","31","August","Q3: Jul - Sep","1","124"
"Dublin Periphery","2024-08-01 23:00:00.000","23","Thursday","Weekday","31","August","Q3: Jul - Sep","1","100"
"Dublin Periphery","2024-08-02 00:00:00.000","0","Friday","Weekday","31","August","Q3: Jul - Sep","2","3"
"Dublin Periphery","2024-08-02 01:00:00.000","1","Friday","Weekday","31","August","Q3: Jul - Sep","2","0"
"Dublin Periphery","2024-08-02 02:00:00.000","2","Friday","Weekday","31","August","Q3: Jul - Sep","2","0"
"Dublin Periphery","2024-08-02 03:00:00.000","3","Friday","Weekday","31","August","Q3: Jul - Sep","2","0"
"Dublin Periphery","2024-08-02 04:00:00.000","4","Friday","Weekday","31","August","Q3: Jul - Sep","2","72"
"Dublin Periphery","2024-08-02 05:00:00.000","5","Friday","Weekday","31","August","Q3: Jul - Sep","2","247"
"Dublin Periphery","2024-08-02 06:00:00.000","6","Friday","Weekday","31","August","Q3: Jul - Sep","2","380"
"Dublin Periphery","2024-08-02 07:00:00.000","7","Friday","Weekday","31","August","Q3: Jul - Sep","2","597"
"Dublin Periphery","2024-08-02 08:00:00.000","8","Friday","Weekday","31","August","Q3: Jul - Sep","2","422"
"Dublin Periphery","2024-08-02 09:00:00.000","9","Friday","Weekday","31","August","Q3: Jul - Sep","2","303"
"Dublin Periphery","2024-08-02 10:00:00.000","10","Friday","Weekday","31","August","Q3: Jul - Sep","2","287"
"Dublin Periphery","2024-08-02 11:00:00.000","11","Friday","Weekday","31","August","Q3: Jul - Sep","2","356"
"Dublin Periphery","2024-08-02 12:00:00.000","12","Friday","Weekday","31","August","Q3: Jul - Sep","2","329"
"Dublin Periphery","2024-08-02 13:00:00.000","13","Friday","Weekday","31","August","Q3: Jul - Sep","2","299"
"Dublin Periphery","2024-08-02 14:00:00.000","14","Friday","Weekday","31","August","Q3: Jul - Sep","2","333"
"Dublin Periphery","2024-08-02 15:00:00.000","15","Friday","Weekday","31","August","Q3: Jul - Sep","2","468"
"Dublin Periphery","2024-08-02 16:00:00.000","16","Friday","Weekday","31","August","Q3: Jul - Sep","2","519"
"Dublin Periphery","2024-08-02 17:00:00.000","17","Friday","Weekday","31","August","Q3: Jul - Sep","2","421"
"Dublin Periphery","2024-08-02 18:00:00.000","18","Friday","Weekday","31","August","Q3: Jul - Sep","2","308"
"Dublin Periphery","2024-08-02 19:00:00.000","19","Friday","Weekday","31","August","Q3: Jul - Sep","2","205"
"Dublin Periphery","2024-08-02 20:00:00.000","20","Friday","Weekday","31","August","Q3: Jul - Sep","2","167"
"Dublin Periphery","2024-08-02 21:00:00.000","21","Friday","Weekday","31","August","Q3: Jul - Sep","2","166"
"Dublin Periphery","2024-08-02 22:00:00.000","22","Friday","Weekday","31","August","Q3: Jul - Sep","2","149"
"Dublin Periphery","2024-08-02 23:00:00.000","23","Friday","Weekday","31","August","Q3: Jul - Sep","2","80"
"Dublin Periphery","2024-08-03 00:00:00.000","0","Saturday","Weekend","31","August","Q3: Jul - Sep","3","2"
"Dublin Periphery","2024-08-03 01:00:00.000","1","Saturday","Weekend","31","August","Q3: Jul - Sep","3","1"
"Dublin Periphery","2024-08-03 02:00:00.000","2","Saturday","Weekend","31","August","Q3: Jul - Sep","3","0"
"Dublin Periphery","2024-08-03 03:00:00.000","3","Saturday","Weekend","31","August","Q3: Jul - Sep","3","0"
"Dublin Periphery","2024-08-03 04:00:00.000","4","Saturday","Weekend","31","August","Q3: Jul - Sep","3","37"
"Dublin Periphery","2024-08-03 05:00:00.000","5","Saturday","Weekend","31","August","Q3: Jul - Sep","3","102"
"Dublin Periphery","2024-08-03 06:00:00.000","6","Saturday","Weekend","31","August","Q3: Jul - Sep","3","142"
"Dublin Periphery","2024-08-03 07:00:00.000","7","Saturday","Weekend","31","August","Q3: Jul - Sep","3","138"
"Dublin Periphery","2024-08-03 08:00:00.000","8","Saturday","Weekend","31","August","Q3: Jul - Sep","3","213"
"Dublin Periphery","2024-08-03 09:00:00.000","9","Saturday","Weekend","31","August","Q3: Jul - Sep","3","234"
"Dublin Periphery","2024-08-03 10:00:00.000","10","Saturday","Weekend","31","August","Q3: Jul - Sep","3","267"
"Dublin Periphery","2024-08-03 11:00:00.000","11","Saturday","Weekend","31","August","Q3: Jul - Sep","3","289"
"Dublin Periphery","2024-08-03 12:00:00.000","12","Saturday","Weekend","31","August","Q3: Jul - Sep","3","275"
"Dublin Periphery","2024-08-03 13:00:00.000","13","Saturday","Weekend","31","August","Q3: Jul - Sep","3","261"
"Dublin Periphery","2024-08-03 14:00:00.000","14","Saturday","Weekend","31","August","Q3: Jul - Sep","3","244"
"Dublin Periphery","2024-08-03 15:00:00.000","15","Saturday","Weekend","31","August","Q3: Jul - Sep","3","275"
"Dublin Periphery","2024-08-03 16:00:00.000","16","Saturday","Weekend","31","August","Q3: Jul - Sep","3","235"
"Dublin Periphery","2024-08-03 17:00:00.000","17","Saturday","Weekend","31","August","Q3: Jul - Sep","3","243"
"Dublin Periphery","2024-08-03 18:00:00.000","18","Saturday","Weekend","31","August","Q3: Jul - Sep","3","269"
"Dublin Periphery","2024-08-03 19:00:00.000","19","Saturday","Weekend","31","August","Q3: Jul - Sep","3","180"
"Dublin Periphery","2024-08-03 20:00:00.000","20","Saturday","Weekend","31","August","Q3: Jul - Sep","3","184"
"Dublin Periphery","2024-08-03 21:00:00.000","21","Saturday","Weekend","31","August","Q3: Jul - Sep","3","157"
"Dublin Periphery","2024-08-03 22:00:00.000","22","Saturday","Weekend","31","August","Q3: Jul - Sep","3","127"
"Dublin Periphery","2024-08-03 23:00:00.000","23","Saturday","Weekend","31","August","Q3: Jul - Sep","3","61"
"Dublin Periphery","2024-08-04 00:00:00.000","0","Sunday","Weekend","31","August","Q3: Jul - Sep","4","11"
"Dublin Periphery","2024-08-04 01:00:00.000","1","Sunday","Weekend","31","August","Q3: Jul - Sep","4","3"
"Dublin Periphery","2024-08-04 02:00:00.000","2","Sunday","Weekend","31","August","Q3: Jul - Sep","4","0"
"Dublin Periphery","2024-08-04 03:00:00.000","3","Sunday","Weekend","31","August","Q3: Jul - Sep","4","0"
"Dublin Periphery","2024-08-04 04:00:00.000","4","Sunday","Weekend","31","August","Q3: Jul - Sep","4","21"
"Dublin Periphery","2024-08-04 05:00:00.000","5","Sunday","Weekend","31","August","Q3: Jul - Sep","4","74"
"Dublin Periphery","2024-08-04 06:00:00.000","6","Sunday","Weekend","31","August","Q3: Jul - Sep","4","81"
"Dublin Periphery","2024-08-04 07:00:00.000","7","Sunday","Weekend","31","August","Q3: Jul - Sep","4","115"
"Dublin Periphery","2024-08-04 08:00:00.000","8","Sunday","Weekend","31","August","Q3: Jul - Sep","4","108"
"Dublin Periphery","2024-08-04 09:00:00.000","9","Sunday","Weekend","31","August","Q3: Jul - Sep","4","144"
"Dublin Periphery","2024-08-04 10:00:00.000","10","Sunday","Weekend","31","August","Q3: Jul - Sep","4","208"
"Dublin Periphery","2024-08-04 11:00:00.000","11","Sunday","Weekend","31","August","Q3: Jul - Sep","4","227"
"Dublin Periphery","2024-08-04 12:00:00.000","12","Sunday","Weekend","31","August","Q3: Jul - Sep","4","234"
"Dublin Periphery","2024-08-04 13:00:00.000","13","Sunday","Weekend","31","August","Q3: Jul - Sep","4","172"
"Dublin Periphery","2024-08-04 14:00:00.000","14","Sunday","Weekend","31","August","Q3: Jul - Sep","4","213"
"Dublin Periphery","2024-08-04 15:00:00.000","15","Sunday","Weekend","31","August","Q3: Jul - Sep","4","245"
"Dublin Periphery","2024-08-04 16:00:00.000","16","Sunday","Weekend","31","August","Q3: Jul - Sep","4","226"
"Dublin Periphery","2024-08-04 17:00:00.000","17","Sunday","Weekend","31","August","Q3: Jul - Sep","4","243"
"Dublin Periphery","2024-08-04 18:00:00.000","18","Sunday","Weekend","31","August","Q3: Jul - Sep","4","186"
"Dublin Periphery","2024-08-04 19:00:00.000","19","Sunday","Weekend","31","August","Q3: Jul - Sep","4","193"
"Dublin Periphery","2024-08-04 20:00:00.000","20","Sunday","Weekend","31","August","Q3: Jul - Sep","4","111"
"Dublin Periphery","2024-08-04 21:00:00.000","21","Sunday","Weekend","31","August","Q3: Jul - Sep","4","151"
"Dublin Periphery","2024-08-04 22:00:00.000","22","Sunday","Weekend","31","August","Q3: Jul - Sep","4","102"
"Dublin Periphery","2024-08-04 23:00:00.000","23","Sunday","Weekend","31","August","Q3: Jul - Sep","4","49"
"Dublin Periphery","2024-08-05 00:00:00.000","0","Monday","Weekday","32","August","Q3: Jul - Sep","5","1"
"Dublin Periphery","2024-08-05 01:00:00.000","1","Monday","Weekday","32","August","Q3: Jul - Sep","5","3"
"Dublin Periphery","2024-08-05 02:00:00.000","2","Monday","Weekday","32","August","Q3: Jul - Sep","5","0"
"Dublin Periphery","2024-08-05 03:00:00.000","3","Monday","Weekday","32","August","Q3: Jul - Sep","5","0"
"Dublin Periphery","2024-08-05 04:00:00.000","4","Monday","Weekday","32","August","Q3: Jul - Sep","5","40"
"Dublin Periphery","2024-08-05 05:00:00.000","5","Monday","Weekday","32","August","Q3: Jul - Sep","5","99"
"Dublin Periphery","2024-08-05 06:00:00.000","6","Monday","Weekday","32","August","Q3: Jul - Sep","5","137"
"Dublin Periphery","2024-08-05 07:00:00.000","7","Monday","Weekday","32","August","Q3: Jul - Sep","5","142"
"Dublin Periphery","2024-08-05 08:00:00.000","8","Monday","Weekday","32","August","Q3: Jul - Sep","5","154"
"Dublin Periphery","2024-08-05 09:00:00.000","9","Monday","Weekday","32","August","Q3: Jul - Sep","5","199"
"Dublin Periphery","2024-08-05 10:00:00.000","10","Monday","Weekday","32","August","Q3: Jul - Sep","5","172"
"Dublin Periphery","2024-08-05 11:00:00.000","11","Monday","Weekday","32","August","Q3: Jul - Sep","5","210"
"Dublin Periphery","2024-08-05 12:00:00.000","12","Monday","Weekday","32","August","Q3: Jul - Sep","5","205"
"Dublin Periphery","2024-08-05 13:00:00.000","13","Monday","Weekday","32","August","Q3: Jul - Sep","5","208"
